place_id_x,place_id_y,road_distance
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJHzRIuaUsDogRP_AJdMSgzjI,0
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJhU2sZqAsDogRtIzPkFS5qj0,1957
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJtRSxt28rDogRpo4hEqqjIGk,3873
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJh479BaAsDogRWa7hmywCQCQ,1527
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJD9Dsz6UsDogRu-9zC1mr2o8,614
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJFakjbJcsDogRghZ0HYdk3Io,1733
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJjdRoFFYrDogRz2dolVQVQ0c,2148
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJXWmIuKMsDogRU9zDFF0QQ5M,1237
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJdajrNrAsDogRyBKPsZKlwOs,1039
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJVXvUNKYsDogRQVDQyijJJbk,707
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJR5oqv5gsDogRKqyLD-s-zHY,1130
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJn5Pz6bwsDogRuKerVeP_zv4,1398
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJn2gRpa4sDogR1WNoXyHTkn0,1518
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJo1w9aLssDogR686u5vc6n3o,1128
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJtWwe37wsDogRVIC0hVYvdMQ,1312
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJr7zdAKwsDogRrMIKO4_-HT0,1067
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJ2WKRwsMsDogRbGtzLAXNAuw,2197
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJA-QLx64sDogRh3IwJOyxFLI,1385
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJTd2xv-gsDogRwsjfQO5V1eE,5042
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJeTZC3aYsDogRuMFhXSacD-Q,624
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJYYypDqQsDogRJ_itp7Hjk_Y,628
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJTZHMAqUsDogRqyWVVG5_938,814
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJ3YXd7X0rDogRvmRQk9Titww,4188
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJKcQCIaQsDogRMVQDi8SU-6Q,462
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJ85gnvLwsDogRv6ON4Hn4Y2E,981
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJuY56XeksDogR-POEDSCayqc,3022
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJ333461crDogRZod39RtfW2Y,1309
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJx7nAdbssDogRrpx6SeVf2xQ,834
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJi37F8KYsDogRC4jkglOf7WQ,809
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJy0ULzq4sDogRAybixJbiFAI,771
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJUfD_eJssDogR_TtOYNTGJxU,2809
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJlbzt3bosDogR8pGnOJVLrsQ,1035
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJie-jBaMsDogRJrvrH1RmvfY,1586
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJ4apZenwrDogRKJ7BJ0S9vwc,4470
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJV0AwM30rDogR2sd-X0cgErU,1295
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJlUbZ4qMsDogR3tCinMzzKUg,1145
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,2344
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJu_tp4r4sDogR_dRFCX8wCc8,2110
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJ9Sszh6YsDogRUUo6zu8_TQY,1476
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJA5xPiqYsDogRBBCptdwsGEQ,1989
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJHzRIuaUsDogRP_AJdMSgzjI,1874
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJhU2sZqAsDogRtIzPkFS5qj0,0
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJtRSxt28rDogRpo4hEqqjIGk,2196
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJh479BaAsDogRWa7hmywCQCQ,1001
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJD9Dsz6UsDogRu-9zC1mr2o8,1491
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJFakjbJcsDogRghZ0HYdk3Io,937
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJjdRoFFYrDogRz2dolVQVQ0c,2942
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJXWmIuKMsDogRU9zDFF0QQ5M,2031
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJdajrNrAsDogRyBKPsZKlwOs,2461
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJVXvUNKYsDogRQVDQyijJJbk,1548
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJR5oqv5gsDogRKqyLD-s-zHY,628
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJn5Pz6bwsDogRuKerVeP_zv4,1493
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJn2gRpa4sDogR1WNoXyHTkn0,2312
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJo1w9aLssDogR686u5vc6n3o,1753
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJtWwe37wsDogRVIC0hVYvdMQ,1408
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJr7zdAKwsDogRrMIKO4_-HT0,2472
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJ2WKRwsMsDogRbGtzLAXNAuw,2823
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJA-QLx64sDogRh3IwJOyxFLI,2179
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJTd2xv-gsDogRwsjfQO5V1eE,2808
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJeTZC3aYsDogRuMFhXSacD-Q,1068
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJYYypDqQsDogRJ_itp7Hjk_Y,1787
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJTZHMAqUsDogRqyWVVG5_938,1930
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJ3YXd7X0rDogRvmRQk9Titww,2474
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJKcQCIaQsDogRMVQDi8SU-6Q,1339
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJ85gnvLwsDogRv6ON4Hn4Y2E,1606
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJuY56XeksDogR-POEDSCayqc,2551
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJ333461crDogRZod39RtfW2Y,2717
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJx7nAdbssDogRrpx6SeVf2xQ,2027
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJi37F8KYsDogRC4jkglOf7WQ,1277
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJy0ULzq4sDogRAybixJbiFAI,2740
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJUfD_eJssDogR_TtOYNTGJxU,1132
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJlbzt3bosDogR8pGnOJVLrsQ,2456
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJie-jBaMsDogRJrvrH1RmvfY,1552
ChIJhU2sZqAsDogRtIzPkFS5qj0,ChIJ4apZenwrDogRKJ7BJ0S9vwc,2756
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJV0AwM30rDogR2sd-X0cgErU,1233
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJlUbZ4qMsDogR3tCinMzzKUg,3391
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,590
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJu_tp4r4sDogR_dRFCX8wCc8,4356
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJ9Sszh6YsDogRUUo6zu8_TQY,3718
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJA5xPiqYsDogRBBCptdwsGEQ,3939
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJHzRIuaUsDogRP_AJdMSgzjI,3824
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJhU2sZqAsDogRtIzPkFS5qj0,2228
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJtRSxt28rDogRpo4hEqqjIGk,0
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJh479BaAsDogRWa7hmywCQCQ,2967
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJD9Dsz6UsDogRu-9zC1mr2o8,3733
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJFakjbJcsDogRghZ0HYdk3Io,2887
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJjdRoFFYrDogRz2dolVQVQ0c,4892
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJXWmIuKMsDogRU9zDFF0QQ5M,3981
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJdajrNrAsDogRyBKPsZKlwOs,4411
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJVXvUNKYsDogRQVDQyijJJbk,3498
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJR5oqv5gsDogRKqyLD-s-zHY,2577
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJn5Pz6bwsDogRuKerVeP_zv4,3445
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJn2gRpa4sDogR1WNoXyHTkn0,4262
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJo1w9aLssDogR686u5vc6n3o,3999
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJtWwe37wsDogRVIC0hVYvdMQ,3360
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJr7zdAKwsDogRrMIKO4_-HT0,4422
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJ2WKRwsMsDogRbGtzLAXNAuw,4769
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJA-QLx64sDogRh3IwJOyxFLI,4129
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJTd2xv-gsDogRwsjfQO5V1eE,4758
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJeTZC3aYsDogRuMFhXSacD-Q,3310
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJYYypDqQsDogRJ_itp7Hjk_Y,4033
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJTZHMAqUsDogRqyWVVG5_938,4185
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJ3YXd7X0rDogRvmRQk9Titww,1378
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJKcQCIaQsDogRMVQDi8SU-6Q,3581
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJ85gnvLwsDogRv6ON4Hn4Y2E,3852
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJuY56XeksDogR-POEDSCayqc,3972
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJ333461crDogRZod39RtfW2Y,4959
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJx7nAdbssDogRrpx6SeVf2xQ,4269
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJi37F8KYsDogRC4jkglOf7WQ,3227
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJy0ULzq4sDogRAybixJbiFAI,4705
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJUfD_eJssDogR_TtOYNTGJxU,1838
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJlbzt3bosDogR8pGnOJVLrsQ,4406
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJie-jBaMsDogRJrvrH1RmvfY,3502
ChIJtRSxt28rDogRpo4hEqqjIGk,ChIJ4apZenwrDogRKJ7BJ0S9vwc,1660
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJV0AwM30rDogR2sd-X0cgErU,1609
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJlUbZ4qMsDogR3tCinMzzKUg,1551
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,2658
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJu_tp4r4sDogR_dRFCX8wCc8,2516
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJ9Sszh6YsDogRUUo6zu8_TQY,1882
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJA5xPiqYsDogRBBCptdwsGEQ,2396
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJHzRIuaUsDogRP_AJdMSgzjI,2281
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJhU2sZqAsDogRtIzPkFS5qj0,385
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJtRSxt28rDogRpo4hEqqjIGk,2510
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJh479BaAsDogRWa7hmywCQCQ,0
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJD9Dsz6UsDogRu-9zC1mr2o8,1897
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJFakjbJcsDogRghZ0HYdk3Io,1344
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJjdRoFFYrDogRz2dolVQVQ0c,3349
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJXWmIuKMsDogRU9zDFF0QQ5M,2437
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJdajrNrAsDogRyBKPsZKlwOs,2868
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJVXvUNKYsDogRQVDQyijJJbk,1954
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJR5oqv5gsDogRKqyLD-s-zHY,1034
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJn5Pz6bwsDogRuKerVeP_zv4,1900
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJn2gRpa4sDogR1WNoXyHTkn0,2718
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJo1w9aLssDogR686u5vc6n3o,2159
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJtWwe37wsDogRVIC0hVYvdMQ,1814
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJr7zdAKwsDogRrMIKO4_-HT0,2879
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJ2WKRwsMsDogRbGtzLAXNAuw,3229
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJA-QLx64sDogRh3IwJOyxFLI,2585
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJTd2xv-gsDogRwsjfQO5V1eE,3214
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJeTZC3aYsDogRuMFhXSacD-Q,1474
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJYYypDqQsDogRJ_itp7Hjk_Y,2194
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJTZHMAqUsDogRqyWVVG5_938,2337
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJ3YXd7X0rDogRvmRQk9Titww,2642
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJKcQCIaQsDogRMVQDi8SU-6Q,1745
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJ85gnvLwsDogRv6ON4Hn4Y2E,2013
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJuY56XeksDogR-POEDSCayqc,2958
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJ333461crDogRZod39RtfW2Y,3124
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJx7nAdbssDogRrpx6SeVf2xQ,2434
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJi37F8KYsDogRC4jkglOf7WQ,1683
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJy0ULzq4sDogRAybixJbiFAI,2907
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJUfD_eJssDogR_TtOYNTGJxU,1447
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJlbzt3bosDogR8pGnOJVLrsQ,2863
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJie-jBaMsDogRJrvrH1RmvfY,1958
ChIJh479BaAsDogRWa7hmywCQCQ,ChIJ4apZenwrDogRKJ7BJ0S9vwc,2923
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJV0AwM30rDogR2sd-X0cgErU,2889
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJlUbZ4qMsDogR3tCinMzzKUg,1598
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,3938
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJu_tp4r4sDogR_dRFCX8wCc8,1738
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJ9Sszh6YsDogRUUo6zu8_TQY,1348
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJA5xPiqYsDogRBBCptdwsGEQ,485
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJHzRIuaUsDogRP_AJdMSgzjI,370
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJhU2sZqAsDogRtIzPkFS5qj0,1875
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJtRSxt28rDogRpo4hEqqjIGk,3790
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJh479BaAsDogRWa7hmywCQCQ,2098
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJD9Dsz6UsDogRu-9zC1mr2o8,0
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJFakjbJcsDogRghZ0HYdk3Io,2531
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJjdRoFFYrDogRz2dolVQVQ0c,2066
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJXWmIuKMsDogRU9zDFF0QQ5M,1155
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJdajrNrAsDogRyBKPsZKlwOs,957
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJVXvUNKYsDogRQVDQyijJJbk,624
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJR5oqv5gsDogRKqyLD-s-zHY,1369
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJn5Pz6bwsDogRuKerVeP_zv4,1651
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJn2gRpa4sDogR1WNoXyHTkn0,1436
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJo1w9aLssDogR686u5vc6n3o,1337
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJtWwe37wsDogRVIC0hVYvdMQ,1565
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJr7zdAKwsDogRrMIKO4_-HT0,984
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJ2WKRwsMsDogRbGtzLAXNAuw,2441
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJA-QLx64sDogRh3IwJOyxFLI,1302
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJTd2xv-gsDogRwsjfQO5V1eE,4959
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJeTZC3aYsDogRuMFhXSacD-Q,940
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJYYypDqQsDogRJ_itp7Hjk_Y,865
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJTZHMAqUsDogRqyWVVG5_938,731
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJ3YXd7X0rDogRvmRQk9Titww,4758
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJKcQCIaQsDogRMVQDi8SU-6Q,1211
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJ85gnvLwsDogRv6ON4Hn4Y2E,1227
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJuY56XeksDogR-POEDSCayqc,4703
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJ333461crDogRZod39RtfW2Y,1226
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJx7nAdbssDogRrpx6SeVf2xQ,1083
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJi37F8KYsDogRC4jkglOf7WQ,726
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJy0ULzq4sDogRAybixJbiFAI,688
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJUfD_eJssDogR_TtOYNTGJxU,2727
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJlbzt3bosDogR8pGnOJVLrsQ,952
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJie-jBaMsDogRJrvrH1RmvfY,1839
ChIJD9Dsz6UsDogRu-9zC1mr2o8,ChIJ4apZenwrDogRKJ7BJ0S9vwc,5040
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJV0AwM30rDogR2sd-X0cgErU,2012
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJlUbZ4qMsDogR3tCinMzzKUg,1318
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,3061
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJu_tp4r4sDogR_dRFCX8wCc8,1234
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJ9Sszh6YsDogRUUo6zu8_TQY,1649
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJA5xPiqYsDogRBBCptdwsGEQ,2644
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJHzRIuaUsDogRP_AJdMSgzjI,2034
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJhU2sZqAsDogRtIzPkFS5qj0,1468
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJtRSxt28rDogRpo4hEqqjIGk,2913
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJh479BaAsDogRWa7hmywCQCQ,1909
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJD9Dsz6UsDogRu-9zC1mr2o8,1664
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJFakjbJcsDogRghZ0HYdk3Io,0
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJjdRoFFYrDogRz2dolVQVQ0c,4018
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJXWmIuKMsDogRU9zDFF0QQ5M,3281
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJdajrNrAsDogRyBKPsZKlwOs,1688
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJVXvUNKYsDogRQVDQyijJJbk,2203
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJR5oqv5gsDogRKqyLD-s-zHY,596
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJn5Pz6bwsDogRuKerVeP_zv4,728
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJn2gRpa4sDogR1WNoXyHTkn0,3388
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJo1w9aLssDogR686u5vc6n3o,982
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJtWwe37wsDogRVIC0hVYvdMQ,642
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJr7zdAKwsDogRrMIKO4_-HT0,3548
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJ2WKRwsMsDogRbGtzLAXNAuw,2058
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJA-QLx64sDogRh3IwJOyxFLI,3254
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJTd2xv-gsDogRwsjfQO5V1eE,2051
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJeTZC3aYsDogRuMFhXSacD-Q,1723
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJYYypDqQsDogRJ_itp7Hjk_Y,1298
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJTZHMAqUsDogRqyWVVG5_938,1436
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJ3YXd7X0rDogRvmRQk9Titww,3288
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJKcQCIaQsDogRMVQDi8SU-6Q,1512
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJ85gnvLwsDogRv6ON4Hn4Y2E,836
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJuY56XeksDogR-POEDSCayqc,1794
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJ333461crDogRZod39RtfW2Y,2891
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJx7nAdbssDogRrpx6SeVf2xQ,1261
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJi37F8KYsDogRC4jkglOf7WQ,1932
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJy0ULzq4sDogRAybixJbiFAI,2181
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJUfD_eJssDogR_TtOYNTGJxU,1286
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJlbzt3bosDogR8pGnOJVLrsQ,1647
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJie-jBaMsDogRJrvrH1RmvfY,784
ChIJFakjbJcsDogRghZ0HYdk3Io,ChIJ4apZenwrDogRKJ7BJ0S9vwc,3570
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJV0AwM30rDogR2sd-X0cgErU,3935
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJlUbZ4qMsDogR3tCinMzzKUg,2644
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,4984
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJu_tp4r4sDogR_dRFCX8wCc8,3080
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJ9Sszh6YsDogRUUo6zu8_TQY,2394
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJA5xPiqYsDogRBBCptdwsGEQ,2112
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJHzRIuaUsDogRP_AJdMSgzjI,1997
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJhU2sZqAsDogRtIzPkFS5qj0,2921
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJtRSxt28rDogRpo4hEqqjIGk,4836
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJh479BaAsDogRWa7hmywCQCQ,2766
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJD9Dsz6UsDogRu-9zC1mr2o8,2409
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJFakjbJcsDogRghZ0HYdk3Io,4013
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJjdRoFFYrDogRz2dolVQVQ0c,0
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJXWmIuKMsDogRU9zDFF0QQ5M,949
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJdajrNrAsDogRyBKPsZKlwOs,1426
ChIJjdRoFFYrDogRz2dolVQVQ0c,ChIJVXvUNKYsDogRQVDQyijJJbk,1670
