place_id_x,place_id_y,road_distance
ChIJlUbZ4qMsDogR3tCinMzzKUg,ChIJy0ULzq4sDogRAybixJbiFAI,1024
ChIJlUbZ4qMsDogR3tCinMzzKUg,ChIJUfD_eJssDogR_TtOYNTGJxU,2256
ChIJlUbZ4qMsDogR3tCinMzzKUg,ChIJlbzt3bosDogR8pGnOJVLrsQ,1274
ChIJlUbZ4qMsDogR3tCinMzzKUg,ChIJie-jBaMsDogRJrvrH1RmvfY,1066
ChIJlUbZ4qMsDogR3tCinMzzKUg,ChIJ4apZenwrDogRKJ7BJ0S9vwc,4192
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJV0AwM30rDogR2sd-X0cgErU,797
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJlUbZ4qMsDogR3tCinMzzKUg,2954
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,0
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJu_tp4r4sDogR_dRFCX8wCc8,3919
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJ9Sszh6YsDogRUUo6zu8_TQY,3281
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJA5xPiqYsDogRBBCptdwsGEQ,3502
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJHzRIuaUsDogRP_AJdMSgzjI,3387
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJhU2sZqAsDogRtIzPkFS5qj0,1791
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJtRSxt28rDogRpo4hEqqjIGk,1329
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJh479BaAsDogRWa7hmywCQCQ,2530
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJD9Dsz6UsDogRu-9zC1mr2o8,3296
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJFakjbJcsDogRghZ0HYdk3Io,2450
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJjdRoFFYrDogRz2dolVQVQ0c,4455
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJXWmIuKMsDogRU9zDFF0QQ5M,3544
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJdajrNrAsDogRyBKPsZKlwOs,3974
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJVXvUNKYsDogRQVDQyijJJbk,3061
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJR5oqv5gsDogRKqyLD-s-zHY,2141
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJn5Pz6bwsDogRuKerVeP_zv4,3008
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJn2gRpa4sDogR1WNoXyHTkn0,3825
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJo1w9aLssDogR686u5vc6n3o,3562
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJtWwe37wsDogRVIC0hVYvdMQ,2923
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJr7zdAKwsDogRrMIKO4_-HT0,3985
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJ2WKRwsMsDogRbGtzLAXNAuw,4332
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJA-QLx64sDogRh3IwJOyxFLI,3692
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJTd2xv-gsDogRwsjfQO5V1eE,4321
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJeTZC3aYsDogRuMFhXSacD-Q,2873
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJYYypDqQsDogRJ_itp7Hjk_Y,3597
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJTZHMAqUsDogRqyWVVG5_938,3748
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJ3YXd7X0rDogRvmRQk9Titww,942
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJKcQCIaQsDogRMVQDi8SU-6Q,3144
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJ85gnvLwsDogRv6ON4Hn4Y2E,3416
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJuY56XeksDogR-POEDSCayqc,3535
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJ333461crDogRZod39RtfW2Y,4523
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJx7nAdbssDogRrpx6SeVf2xQ,3833
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJi37F8KYsDogRC4jkglOf7WQ,2790
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJy0ULzq4sDogRAybixJbiFAI,4268
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJUfD_eJssDogR_TtOYNTGJxU,1402
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJlbzt3bosDogR8pGnOJVLrsQ,3970
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJie-jBaMsDogRJrvrH1RmvfY,3065
ChIJ-XW3X2MrDogR3_tQ3-OdBTI,ChIJ4apZenwrDogRKJ7BJ0S9vwc,1223
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJV0AwM30rDogR2sd-X0cgErU,3396
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJlUbZ4qMsDogR3tCinMzzKUg,1421
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,4445
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJu_tp4r4sDogR_dRFCX8wCc8,0
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJ9Sszh6YsDogRUUo6zu8_TQY,1297
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJA5xPiqYsDogRBBCptdwsGEQ,1822
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJHzRIuaUsDogRP_AJdMSgzjI,1707
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJhU2sZqAsDogRtIzPkFS5qj0,2381
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJtRSxt28rDogRpo4hEqqjIGk,4297
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJh479BaAsDogRWa7hmywCQCQ,2119
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJD9Dsz6UsDogRu-9zC1mr2o8,1313
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJFakjbJcsDogRghZ0HYdk3Io,1404
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJjdRoFFYrDogRz2dolVQVQ0c,3235
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJXWmIuKMsDogRU9zDFF0QQ5M,2499
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJdajrNrAsDogRyBKPsZKlwOs,1435
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJVXvUNKYsDogRQVDQyijJJbk,1961
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJR5oqv5gsDogRKqyLD-s-zHY,1560
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJn5Pz6bwsDogRuKerVeP_zv4,933
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJn2gRpa4sDogR1WNoXyHTkn0,2605
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJo1w9aLssDogR686u5vc6n3o,729
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJtWwe37wsDogRVIC0hVYvdMQ,847
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJr7zdAKwsDogRrMIKO4_-HT0,2765
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJ2WKRwsMsDogRbGtzLAXNAuw,713
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJA-QLx64sDogRh3IwJOyxFLI,2472
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJTd2xv-gsDogRwsjfQO5V1eE,1953
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJeTZC3aYsDogRuMFhXSacD-Q,1323
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJYYypDqQsDogRJ_itp7Hjk_Y,1045
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJTZHMAqUsDogRqyWVVG5_938,1191
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJ3YXd7X0rDogRvmRQk9Titww,9078
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJKcQCIaQsDogRMVQDi8SU-6Q,1160
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJ85gnvLwsDogRv6ON4Hn4Y2E,1041
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJuY56XeksDogR-POEDSCayqc,1697
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJ333461crDogRZod39RtfW2Y,2563
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJx7nAdbssDogRrpx6SeVf2xQ,1040
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJi37F8KYsDogRC4jkglOf7WQ,1684
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJy0ULzq4sDogRAybixJbiFAI,1928
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJUfD_eJssDogR_TtOYNTGJxU,2462
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJlbzt3bosDogR8pGnOJVLrsQ,910
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJie-jBaMsDogRJrvrH1RmvfY,790
ChIJu_tp4r4sDogR_dRFCX8wCc8,ChIJ4apZenwrDogRKJ7BJ0S9vwc,9359
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJV0AwM30rDogR2sd-X0cgErU,2891
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJlUbZ4qMsDogR3tCinMzzKUg,1600
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,3940
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJu_tp4r4sDogR_dRFCX8wCc8,1740
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJ9Sszh6YsDogRUUo6zu8_TQY,0
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJA5xPiqYsDogRBBCptdwsGEQ,0
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJHzRIuaUsDogRP_AJdMSgzjI,372
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJhU2sZqAsDogRtIzPkFS5qj0,1877
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJtRSxt28rDogRpo4hEqqjIGk,3792
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJh479BaAsDogRWa7hmywCQCQ,2099
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJD9Dsz6UsDogRu-9zC1mr2o8,2
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJFakjbJcsDogRghZ0HYdk3Io,2533
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJjdRoFFYrDogRz2dolVQVQ0c,2068
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJXWmIuKMsDogRU9zDFF0QQ5M,1157
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJdajrNrAsDogRyBKPsZKlwOs,959
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJVXvUNKYsDogRQVDQyijJJbk,626
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJR5oqv5gsDogRKqyLD-s-zHY,1371
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJn5Pz6bwsDogRuKerVeP_zv4,1653
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJn2gRpa4sDogR1WNoXyHTkn0,1438
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJo1w9aLssDogR686u5vc6n3o,1339
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJtWwe37wsDogRVIC0hVYvdMQ,1567
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJr7zdAKwsDogRrMIKO4_-HT0,986
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJ2WKRwsMsDogRbGtzLAXNAuw,2443
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJA-QLx64sDogRh3IwJOyxFLI,1304
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJTd2xv-gsDogRwsjfQO5V1eE,4961
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJeTZC3aYsDogRuMFhXSacD-Q,942
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJYYypDqQsDogRJ_itp7Hjk_Y,867
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJTZHMAqUsDogRqyWVVG5_938,733
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJ3YXd7X0rDogRvmRQk9Titww,4760
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJKcQCIaQsDogRMVQDi8SU-6Q,1212
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJ85gnvLwsDogRv6ON4Hn4Y2E,1229
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJuY56XeksDogR-POEDSCayqc,4705
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJ333461crDogRZod39RtfW2Y,1228
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJx7nAdbssDogRrpx6SeVf2xQ,1085
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJi37F8KYsDogRC4jkglOf7WQ,728
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJy0ULzq4sDogRAybixJbiFAI,690
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJUfD_eJssDogR_TtOYNTGJxU,2728
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJlbzt3bosDogR8pGnOJVLrsQ,954
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJie-jBaMsDogRJrvrH1RmvfY,1841
ChIJ9Sszh6YsDogRUUo6zu8_TQY,ChIJ4apZenwrDogRKJ7BJ0S9vwc,5042
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJV0AwM30rDogR2sd-X0cgErU,2939
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJlUbZ4qMsDogR3tCinMzzKUg,1648
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,3988
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJu_tp4r4sDogR_dRFCX8wCc8,1788
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJ9Sszh6YsDogRUUo6zu8_TQY,0
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJA5xPiqYsDogRBBCptdwsGEQ,0
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJHzRIuaUsDogRP_AJdMSgzjI,420
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJhU2sZqAsDogRtIzPkFS5qj0,1925
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJtRSxt28rDogRpo4hEqqjIGk,3840
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJh479BaAsDogRWa7hmywCQCQ,2147
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJD9Dsz6UsDogRu-9zC1mr2o8,1413
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJFakjbJcsDogRghZ0HYdk3Io,2581
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJjdRoFFYrDogRz2dolVQVQ0c,2116
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJXWmIuKMsDogRU9zDFF0QQ5M,1205
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJdajrNrAsDogRyBKPsZKlwOs,1007
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJVXvUNKYsDogRQVDQyijJJbk,674
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJR5oqv5gsDogRKqyLD-s-zHY,1419
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJn5Pz6bwsDogRuKerVeP_zv4,1701
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJn2gRpa4sDogR1WNoXyHTkn0,1486
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJo1w9aLssDogR686u5vc6n3o,1387
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJtWwe37wsDogRVIC0hVYvdMQ,1615
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJr7zdAKwsDogRrMIKO4_-HT0,1034
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJ2WKRwsMsDogRbGtzLAXNAuw,2491
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJA-QLx64sDogRh3IwJOyxFLI,1352
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJTd2xv-gsDogRwsjfQO5V1eE,5009
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJeTZC3aYsDogRuMFhXSacD-Q,990
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJYYypDqQsDogRJ_itp7Hjk_Y,915
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJTZHMAqUsDogRqyWVVG5_938,781
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJ3YXd7X0rDogRvmRQk9Titww,4808
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJKcQCIaQsDogRMVQDi8SU-6Q,1260
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJ85gnvLwsDogRv6ON4Hn4Y2E,1277
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJuY56XeksDogR-POEDSCayqc,4753
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJ333461crDogRZod39RtfW2Y,1276
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJx7nAdbssDogRrpx6SeVf2xQ,1132
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJi37F8KYsDogRC4jkglOf7WQ,776
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJy0ULzq4sDogRAybixJbiFAI,738
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJUfD_eJssDogR_TtOYNTGJxU,2776
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJlbzt3bosDogR8pGnOJVLrsQ,1002
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJie-jBaMsDogRJrvrH1RmvfY,1889
ChIJA5xPiqYsDogRBBCptdwsGEQ,ChIJ4apZenwrDogRKJ7BJ0S9vwc,5090
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJV0AwM30rDogR2sd-X0cgErU,2972
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJlUbZ4qMsDogR3tCinMzzKUg,548
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJ-XW3X2MrDogR3_tQ3-OdBTI,4021
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJu_tp4r4sDogR_dRFCX8wCc8,1485
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJ9Sszh6YsDogRUUo6zu8_TQY,599
ChIJHzRIuaUsDogRP_AJdMSgzjI,ChIJA5xPiqYsDogRBBCptdwsGEQ,568
